date,sentiment_textblob_polarity_mean,sentiment_textblob_polarity_std,sentiment_textblob_polarity_count,sentiment_textblob_subjectivity_mean,sentiment_textblob_subjectivity_std,sentiment_bullish_keyword_count_sum,sentiment_bullish_keyword_count_mean,sentiment_bearish_keyword_count_sum,sentiment_bearish_keyword_count_mean,sentiment_fomo_keyword_count_sum,sentiment_fomo_keyword_count_mean,sentiment_squeeze_keyword_count_sum,sentiment_squeeze_keyword_count_mean,sentiment_diamond_hands_count_sum,sentiment_diamond_hands_count_mean,sentiment_paper_hands_count_sum,sentiment_paper_hands_count_mean,sentiment_meme_bullish_sentiment_mean,sentiment_meme_bullish_sentiment_std,sentiment_diamond_hands_sentiment_mean,sentiment_diamond_hands_sentiment_std,sentiment_fomo_intensity_mean,sentiment_fomo_intensity_std,sentiment_squeeze_expectation_mean,sentiment_squeeze_expectation_std,sentiment_finbert_bullish_score_mean,sentiment_finbert_bullish_score_std,sentiment_finbert_bearish_score_mean,sentiment_finbert_bearish_score_std,sentiment_finbert_neutral_score_mean,sentiment_finbert_neutral_score_std,sentiment_emotion_joy_intensity_mean,sentiment_emotion_joy_intensity_std,sentiment_emotion_fear_intensity_mean,sentiment_emotion_fear_intensity_std,sentiment_emotion_anger_intensity_mean,sentiment_emotion_anger_intensity_std,sentiment_emotion_surprise_intensity_mean,sentiment_emotion_surprise_intensity_std,sentiment_consensus,sentiment_momentum,emotional_contagion,diamond_vs_paper_ratio,bullish_bearish_ratio,moon_expectation_level,squeeze_anticipation,retail_vs_institutional,weekend_sentiment_buildup,fud_detection_score
2021-01-11,-0.28559085399293827,0.22759025211750453,89,0.5173622804163273,0.10786870813370193,57,0.25918664710296524,38,0.27569141140780984,15,0.13612603155089187,2,0.15823596101176907,39,0.22063511969178928,15,0.1108347118359383,0.3722578484233085,0.24516317936927776,0.05270978985343899,0.21237539124830263,0.9108242203303961,0.12037662441391576,0.5814248948690871,0.16926093217717464,0.8461938661543734,0.2620865827146341,0.3076550873563365,0.2965376479182651,0.6342526534515374,0.28101562555889625,0.11618077501189095,0.16004542230827729,0.7858004651879744,0.2989626058607544,0.3622929983164862,0.1298863804284038,0.010965916056447256,0.21623706854642272,0.9983031557339583,0.36201771613001676,0.8431991416236851,4.577583643583483,3.427404135888459,0.19416207741450964,0.1922917232310798,-0.3591665723469877,-0.24515007053128937,0.040699795253807625
2021-01-12,0.37893689651339596,0.4379501243877818,121,0.7634406191077379,0.12442198280200537,38,0.3827845134285838,16,0.18829581766402614,24,0.23108222067433898,16,0.19954833622776325,12,0.13290421227695848,4,0.021323548019796856,0.014514583689536675,0.3692596979566253,0.03756622954398059,0.2481766413443971,0.9433101118741497,0.10515627621913148,0.5489325244993376,0.0771875383327328,0.45232347763429603,0.2379403069723737,0.042334492518303346,0.2720495621954929,0.35390566721181704,0.1869215307734507,0.5550185242052911,0.2062218845088311,0.2962557533167841,0.12295725573212249,0.36505127754180544,0.21603527395930677,0.8862957447513997,0.2917395482730797,0.18148712485869867,-0.07566186020372434,0.9520584182972106,4.262553181446026,2.259783846551835,0.47706674956727246,0.06852598759698814,0.18376482477780443,-0.20412866273185776,0.4882099782764918
2021-01-13,0.2827098485602952,0.10930877429433035,88,0.6792699414641994,0.19043980565668706,19,0.4797820623767961,42,0.29962240914891625,20,0.26401115798542946,6,0.046315096805290404,28,0.1751448293577078,24,0.144509620544244,0.0525347849312528,0.3723283730950536,0.7171814470467577,0.2323720624430011,0.52023048910309,0.06509299658338852,0.21932040121138208,0.15680119417972443,0.4243890180725104,0.24497417071597608,0.6335352936161702,0.23757972909581504,0.6033255656445984,0.19761845205299516,0.28721257112736154,0.1816443645176464,0.5450084157239405,0.24519375586566944,0.8794173102643961,0.23235303094547916,0.2714842174998585,0.10428797332462265,0.12038296477461974,0.4156913500516376,0.7901095122670945,2.8991637063343187,6.394684394921038,0.8664151295248242,0.8679939333361105,-0.1877681603792648,-0.0701769897490429,0.4506234145701252
2021-01-14,-0.15136262252520669,0.42578739303557434,153,0.7987604663200025,0.28677500350558094,67,0.6541899919173462,5,0.1197253462129186,23,0.2101139780506517,8,0.09733365573531876,23,0.21143126083776342,13,0.13904168221005042,-0.09979901512303364,0.12622504236132517,0.5380946641211113,0.17110595943040152,0.6770937847836443,0.09644477150042688,0.42888743135021057,0.10774380839563358,0.15676294759929466,0.2396233848167047,0.24853574392709288,0.28774997765596655,0.31200130610845034,0.28548456729655247,0.9401760633010566,0.15476850381985183,0.223897233305685,0.11034909593382024,0.0392435760405464,0.2442271707198087,0.038972363968423074,0.2477305301176284,0.14357746344859523,-0.0020619466043937384,0.659596827058815,2.601731684357871,4.570023093769406,0.021806793124395596,0.7925871600335685,0.40953856991338866,-0.2066759450997076,0.33149227325488284
2021-01-15,-0.17272252295502957,0.21274190990935998,63,0.4104270892710261,0.1632312209953501,69,0.4841870597040412,35,0.3615752509226611,25,0.13532212731689885,8,0.09188694136495618,31,0.1776426021821259,9,0.026912157918742022,0.32440797747689004,0.3809479993930678,0.5087059842162667,0.26177170780671305,0.7785158800616635,0.1495601541040908,0.6522640059437702,0.11034420171144782,0.42640605649197283,0.16219460427660665,0.3041552544854651,0.24446223366474154,0.9098236408320604,0.20419827772987142,0.7620716534397257,0.1262646499528635,0.44391669804653977,0.10603840306743773,0.987982644420261,0.15104624338371309,0.8477902703628744,0.2917573287880816,0.6610270582343671,-0.10116338516024426,0.8565844442274576,4.6536289727269855,4.0014546728455915,0.6795541191072888,0.574642070621839,0.17101247484487003,0.2782122995739906,0.9576564743886975
2021-01-16,-0.1716168431025963,0.1472659310486625,81,0.6603129733586762,0.20144696173767848,30,0.5290301126033645,8,0.15059335876295293,21,0.23100649660881079,6,0.06785358122230066,36,0.07998823543274246,3,0.08628501933112397,-0.16816229813147798,0.34766045245612476,0.24312453042266868,0.15894027397710558,0.1310146186504656,0.14986766022033066,0.7271311968819275,0.16749351386582997,0.537416938599807,0.11993278441535518,0.7708145216643212,0.13809139940600917,0.870400463105837,0.19751968760991218,0.9725144821597427,0.263832900019246,0.4842130657597906,0.12106677884899286,0.6643754108515623,0.11784995032731681,0.8638667559882083,0.2724543458705878,0.6614408384507747,0.2503889270907016,0.07564468065734964,4.662138914894077,5.928520048922215,0.547967796793928,0.08366341005118316,0.1456853251742407,0.2680738660350955,0.8225837321614322
2021-01-17,-0.0870304299283236,0.3786948661456603,174,0.44115854816554534,0.10831457181007842,37,0.2583029361129585,49,0.1787250957146535,25,0.07702679857635175,14,0.04763814817685502,18,0.12801601116300515,5,0.19622573134250015,0.27814586841876726,0.3373932142938001,0.7447507316299222,0.21424258355030343,0.6009571949974972,0.09293364608599916,0.0007168587065797816,0.19441772119710987,0.022504327428686466,0.1544934368066192,0.3272211831614539,0.18843122762256234,0.558231750279661,0.2156658205408608,0.037556069740189546,0.29922904842483833,0.8316400401693309,0.2930971314015868,0.6811376990723905,0.11573673138837957,0.59623107984235,0.13357853836100267,0.8479241622784109,-0.4268249012319979,0.4628306571988078,4.8466506267583025,4.912676284900007,0.16955799437013552,0.2733123586537196,0.05940211589824085,-0.09833421226763772,0.6615820213755933
2021-01-18,0.0673295021425665,0.3515771387119536,146,0.4879253721823454,0.12966864019241778,84,0.6928431096619919,9,0.07033218322812243,19,0.11171460625043707,3,0.022481502133035253,22,0.25059900763840814,15,0.09573258126235104,0.49575670788130716,0.16027340190565675,0.16823657910849188,0.2490795478283079,0.03429790130331167,0.11901539398365321,0.9368534300910153,0.06899838092707909,0.4441130051754064,0.26635706003703186,0.24219589201314218,0.11430060486632708,0.32479891538036054,0.23784594727259037,0.2851331751807087,0.1659084267047764,0.8960283653249931,0.2881727095789395,0.037997837304742155,0.18523030969014476,0.5744337572963584,0.16536406125034642,0.7518263884262533,-0.4105216170175826,0.9892562386150588,0.6268944205409382,3.0348420855156077,0.8174764393049206,0.2977198480585169,-0.4542236605712744,0.08384862722260772,0.16285829163782772
2021-01-19,0.002361513049481012,0.4509888054108212,72,0.5765032779310222,0.2973260245917694,43,0.4000413828793331,34,0.08902927431244675,11,0.17307187142780084,10,0.1785526702725027,32,0.26535451152387934,17,0.11035017292373152,0.512665718631707,0.3415357626263995,0.18993474366102003,0.1757911819625015,0.4975660833887259,0.07901708420179063,0.1645253723928124,0.11309453553182292,0.7813562183952003,0.2960941595566142,0.16905774913370575,0.17793148445762308,0.29338967558297835,0.12137667501740629,0.195422586638349,0.1763242088353208,0.41462006239647786,0.1387855640561361,0.6055292748912722,0.28916888181254297,0.8131202726214194,0.13449036797529307,0.44968967336933974,0.15197371392296066,0.7696001512947322,0.8027890538158511,5.590612877652516,0.36888462237400566,0.5607431960154171,0.43192243568558697,0.020251992356271675,0.7343234082185247
2021-01-20,-0.09613960186137066,0.3940284175215544,112,0.7242062685118034,0.2930237392872091,17,0.1986717392652385,28,0.23055166594931487,10,0.1811146284401215,3,0.08977125256040035,33,0.08432500817889256,20,0.18378742846874935,0.15923020829596934,0.3550398204055111,0.46071217134827547,0.160553521523485,0.1548426816202274,0.08155581222947537,0.2335804342223592,0.12214124121264554,0.6800460563742698,0.19876940294831225,0.7748584021819559,0.24832060394744174,0.03341799470505946,0.26422210554830317,0.0111545873118305,0.2236075049353914,0.017704445073237207,0.13233446711074232,0.484778060090447,0.14354580684940493,0.7863095527102798,0.2202616727629408,0.6128553615653188,-0.013059286760751743,0.9620753780372231,3.383683493399433,6.694985765506946,0.29380202881550743,0.25804389403671546,0.12793749329946003,0.18935218830946116,0.727012454699724
2021-01-21,0.12829702630566564,0.42139237215393943,192,0.7904500815195772,0.10098799618688192,68,0.5649315401537922,7,0.14365743685479004,26,0.02619961313233625,12,0.10441014851500928,20,0.28809668809968114,3,0.14910713765583616,0.16744295057045905,0.1867451003362453,0.2862798621119409,0.19186920203456453,0.1829229259620847,0.05345706326099112,0.26347344569384823,0.10644677254324965,0.635156988863935,0.10194007098460844,0.12970625799002689,0.17728867018616348,0.8158208510252952,0.18710100549065184,0.24232573024632142,0.24368829494710825,0.8617738397893546,0.1481070173031894,0.10577890689406699,0.15134832026830985,0.8901054734427041,0.24243759639589846,0.6882846703680079,0.2904152503192102,0.7796343561334791,2.7071723830492243,0.2669315858685428,0.828125191856901,0.07295986391295484,0.49406198338311036,0.07646736589016534,0.42506817361600746
2021-01-22,-0.2023542975435707,0.2128138290285226,194,0.6609640483187109,0.29036235708464775,95,0.2512633172297153,15,0.34241807900976806,9,0.28463197285168246,17,0.18421898915817403,39,0.13220565446215232,13,0.12477262360236026,-0.13842465359358613,0.3856780235086972,0.24746298123314636,0.2635926988698307,0.3650475666926015,0.18451198248616174,0.03782013655203531,0.10447836855743377,0.9095554284372025,0.1280089624268458,0.4537537602503535,0.16605883509362682,0.45038321303900797,0.11446970197949712,0.6787759835204289,0.17840590696071826,0.1742786785013607,0.20310939881502843,0.2779220107693591,0.12017776042117179,0.5527474475967035,0.16341475387261165,0.5127364702852252,0.41627083734353143,0.8748819674421442,0.09232952446617981,4.658717289076754,0.6385250461916646,0.7307623018532994,0.03735640477288704,-0.29984852730566275,0.9247859097140136
2021-01-23,-0.0954987460253473,0.17097581751188912,102,0.4506600693004003,0.22782398756310007,81,0.16829375716750983,49,0.05514268602923385,27,0.21505563594086916,5,0.1574951907280301,35,0.21557843468268,15,0.16360484264139305,0.33661202035442855,0.11495804391974929,0.6452376445533317,0.2859843526291329,0.432437166716503,0.08160599976123595,0.12305212359032491,0.057840300134239485,0.01803200982523001,0.16441611506325315,0.5069301160771944,0.2190711445020624,0.3251329284002644,0.2572365338396426,0.23108892213456855,0.28098590339636303,0.6218819638903935,0.21394092640708195,0.8903144562136512,0.22111405477878604,0.9676470927328087,0.20790131479685908,0.47565098445163667,-0.11163312232845246,0.706529632303191,0.30987517994759683,0.5768328458354377,0.8982590836748244,0.2990802116554113,0.21011089190621313,0.15790463136584326,0.16697788222901044
2021-01-24,-0.04354670969441582,0.40024590065634336,153,0.4528142013662422,0.2735836589040044,58,0.7033908358829907,8,0.1826829170351777,11,0.15879705006492947,9,0.034795240182265,8,0.23795628648917028,7,0.1755859279620752,0.45700753629827645,0.1449727759741419,0.6509717452185445,0.20901668257197803,0.6231724245321872,0.0841300815404695,0.986349922944162,0.1528307930843935,0.5570475861922342,0.21571706971858995,0.6873899126857146,0.274440905799779,0.4711103549977539,0.1753899943372544,0.5090034454826182,0.21200079784578368,0.024970900434131194,0.14431868608788948,0.5499884158659529,0.23597457478943498,0.9961468309333384,0.238184114014239,0.6450974456426533,0.09641002658464626,0.7605020044172398,4.440401911294026,1.8640541406811106,0.6298837036711994,0.4523741770233006,-0.44379044213377783,0.14810887277767087,0.2673375624116643
2021-01-25,0.019248988951925117,0.42273389570690567,153,0.6425493809533349,0.1909479711267718,88,0.4221135851419078,30,0.16807094136918244,18,0.28127562563432634,7,0.11742979384547104,21,0.25298655865947084,14,0.10223985291270805,-0.004275956316229568,0.26127434141545436,0.8245170697999292,0.23229324106473037,0.07442841843851566,0.09194021489676979,0.31521673737728606,0.11543216256800681,0.7873488484097071,0.1150187291610628,0.6332834823329955,0.1095166385092225,0.818737990454652,0.1200734990190108,0.8878181149649986,0.19007801528118617,0.39950647526056426,0.251324557617989,0.41341657517390873,0.228586241632152,0.11654460999863259,0.18426796332220968,0.5574745489756537,0.0006966277953098787,0.5231780098395007,4.344353977696931,5.605087340779731,0.7408176579321153,0.12766663498230535,0.13173617682341088,0.005833623339888627,0.06322433925063364
2021-01-26,0.24962317297510944,0.4962020568002693,88,0.3432662874609814,0.20311920571585004,26,0.6244985988870435,31,0.056764670821160365,3,0.14294675827023196,4,0.09402793253871623,30,0.28643742555648255,5,0.10551950568773039,0.1370407053066917,0.27273774133669293,0.41770856697297587,0.28065472444778283,0.5036917612374446,0.06911121075431435,0.11530109033904934,0.07921907039658901,0.5413353827012672,0.2886714597419763,0.8107206729451748,0.17709408693994708,0.12461420770752119,0.2267558079086501,0.6937579203490752,0.22933455063198102,0.9859603021153498,0.16191063388053015,0.07268215584081095,0.2722260486089563,0.8495437595541221,0.2708031060910918,0.6439423053359103,0.4816106556424329,0.9242377008141329,1.7863546099802257,8.661889152655807,0.8364458962596129,0.8025483033945796,0.26464961159035727,0.24175138393983225,0.7954509581775875
2021-01-27,-0.16022835248914818,0.26504707076457057,183,0.2662844678788368,0.19776931605138404,69,0.3034112918644486,47,0.09352893965017858,7,0.2945219596757041,13,0.16147010378996493,8,0.12822988700720567,23,0.08948916841733046,0.4710714694122163,0.293545024990271,0.07308509102615024,0.11970937028258849,0.18262513025310112,0.14588943247720443,0.10699126117462332,0.17240502534531027,0.32389555258037916,0.17301673465688014,0.04475143392623815,0.13164814836305255,0.8576559882418273,0.27602627068672836,0.39462906990603197,0.2905607696498346,0.1006936011038031,0.2844262651058821,0.7141215274023056,0.19728516700521434,0.499822257748589,0.2543099870575634,0.6128547739633639,0.33108440735659517,0.8250389106233617,4.455253084652673,8.828056791884848,0.05473963590993691,0.5655318769240576,0.2785142948525573,0.24506772341424093,0.6217593860953973
2021-01-28,0.059964106889528135,0.24880723431711327,116,0.412773294584466,0.23337285150922085,96,0.6508790944423665,31,0.19477493622152237,27,0.1634397320281758,13,0.14760418404627035,34,0.26462661363788864,19,0.1940071052033229,0.5016963741298304,0.10509073879463994,0.2736663849214577,0.14641571557323302,0.5739751750317419,0.06127144297663799,0.7194599676699719,0.1703841122227442,0.13625056509197786,0.2825168435849646,0.2964407247793972,0.23907085014637391,0.897508835108354,0.2775507018827973,0.3724689389121083,0.25891045888434105,0.4236931519996423,0.2313445412913461,0.7028508233960326,0.12689140815341288,0.3875663382998321,0.11293310877011414,0.7191965605136547,0.41173770827735356,0.8438849656656322,2.968375371989509,0.6994401013863127,0.7760489588693803,0.9015856262098628,0.27011165223028544,0.014347006022638331,0.31494030568124953
2021-01-29,0.11469019820342974,0.4105651842967988,184,0.37234339499244906,0.1279302509512626,97,0.17835514891507126,46,0.22250260455660636,6,0.05200001559943425,10,0.14117708716310368,34,0.08292172585905176,13,0.14548992577226308,-0.005456015788619262,0.3881100323866391,0.9800054631968169,0.24178000125031648,0.6374046122611835,0.07013036394895254,0.8545686640326409,0.12295874421333408,0.8875630718161913,0.25610436055140434,0.28013411877537975,0.12114491208622698,0.9467079150338882,0.2915326949617946,0.45573581400848473,0.10800262610702488,0.30714995018995217,0.18727023886072233,0.6140436069725635,0.15788102614088254,0.613072309882715,0.22422505981816582,0.6428035087828761,-0.24565991242239582,0.6730091009630523,4.029528235094509,4.191050862867066,0.6137064818495768,0.49547156306533335,-0.27371737270633234,0.06479293871792258,0.16381366359431537
2021-01-30,-0.2674847110960016,0.23632141610120716,91,0.3777848722735941,0.1059947179745356,54,0.3491813616563969,10,0.1915014115392042,29,0.2341442722885976,18,0.0747035187411804,26,0.22626022658839817,21,0.03498015191745302,0.2404565076330914,0.11337642782024321,0.5962585752327021,0.2647488923824599,0.5567092565528539,0.14671350898851393,0.2569522995084699,0.0947675991721641,0.470762392387603,0.2510874545031162,0.14601690559210823,0.2329615517160489,0.3974879924226278,0.2735410919533376,0.17704144105990638,0.16646198214799193,0.9050881233882643,0.2579824003405691,0.5102626462206492,0.23248599468427036,0.055965557262007026,0.14706511019194993,0.5197424864372673,0.27252642316259434,0.304579947087249,2.137155355801071,5.8300648300455125,0.06950779651519323,0.9414256718178797,0.4753984776052259,0.29791324315480344,0.04014777002874037
2021-01-31,0.12528139633100682,0.4723029302414259,64,0.340164650629946,0.16158598831823817,92,0.78464327258147,19,0.23582818744423284,10,0.21009136302179532,17,0.16294310877585838,15,0.2354944323784965,23,0.17533273219634332,-0.04600547949133835,0.14291858581702072,0.7097370848010203,0.2714058056661156,0.7382955104783077,0.10094909307221642,0.02090951233523497,0.1457139088694679,0.8781151969857014,0.2213439159564464,0.28917825385644313,0.15723617415958147,0.21714040403767187,0.10042818386909505,0.6340007674159881,0.19410893699024453,0.8693401079073552,0.2635829252093329,0.4337844022073727,0.22262439474831197,0.5064611187670799,0.21150365293345505,0.6817968112843865,-0.23452677500235108,0.03562979539013933,0.5669916367245437,1.470699045503434,0.5085779218687151,0.891868204381326,0.4951821206249387,-0.12070785911314949,0.1667455686259366
